Date,Title,EngTitle
2020-10-27 08:40:00,"[오늘의 목표주가]삼성전기, 이녹스첨단소재, 현대차 등 'UP'","[Today's target price] Samsung Electro-Mechanics, Innox Advanced Materials, Hyundai Motor, etc.'UP'"
2020-10-27 09:07:00,"[Hot-Line] ""현대차, 품질 이슈 없었다면 역사적 3분기""…목표...","[Hot-Line] ""Hyundai Motor, without quality issues, historical third quarter""… goal..."
2020-10-27 09:02:00,현대차 EV콘셉트카 '45' 디자인 어린이 전동차 나왔다,Hyundai's EV concept car '45' design children's electric car released
2020-10-27 08:44:00,"현대차그룹, EV콘셉트카 '45' 디자인 활용한 어린이 전동차 제작",Hyundai Motor Group's EV concept car '45' design for children's electric vehicles
2020-10-27 08:40:00,"[오늘의 목표주가]삼성전기, 이녹스첨단소재, 현대차 등 'UP'","[Today's target price] Samsung Electro-Mechanics, Innox Advanced Materials, Hyundai Motor, etc.'UP'"
2020-10-27 08:26:00,"현대차, 3Q 호실적 빅배스 당위성 확인…목표가↑-신한",Hyundai Motor confirms the justification for big bass in 3Q performance Target price↑-Shinhan
2020-10-27 07:41:00,"현대차, 일회성 비용 반영에도 적자폭 선방···목표가↑",Hyundai Motors aims to improve deficit despite reflecting one-off costs...
2020-10-26 19:11:00,"현대차, 자사주 66만주 우리사주조합에 출연","Hyundai Motor Company, 660,000 treasury stocks appear in employee stock ownership"
2020-10-26 18:26:00,"현대차, 자사주 66만5980주 우리사주조합에 출연","Hyundai Motor Company, 660,980 treasury stocks appear in employee stock ownership association"
2020-10-26 17:32:00,"현대차, 자사주 66만여주 우리사주조합에 출연","Hyundai Motor Company, 660,000 treasury stocks appear in employee stock ownership association"
2020-10-26 18:54:00,품질비용에 흑자 내줬다.. 현대차 3분기 적자 전환,Paid surplus in quality cost. Hyundai Motor turned to loss in 3Q.
2020-10-26 14:32:00,2조원대 품질비용 반영…현대차 3분기 영업손실 3138억원,Reflecting 2 trillion won in quality cost... Hyundai Motor Company's 3Q operating loss KRW 3138 billion
2020-10-26 14:25:00,"[특징주]현대차, 예고됐던 3분기 영업손실 발표 후 '상승'",[Features] Hyundai Motors'rising' after the announced operating loss in the 3rd quarter
2020-10-26 14:20:00,"'품질비용 충당금 반영' 현대차, 3분기 적자 전환(상보)",'Reflection of provisions for quality costs'
2020-10-26 14:14:00,"품질비용과 바꾼 흑자...현대차, 3분기 적자전환(종합)",Profits changed from quality costs...Hyundai Motor turned to deficit in 3Q (Total)
2020-10-26 18:01:00,"'V자 반등' 시동거는 현대차… 제네시스, 내년 中 달린다","Hyundai Motors starting the'V-shaped rebound'... Genesis, run next year"
2020-10-26 16:38:00,"현대기아차 V자 반등 나선다...제네시스, 내년 中시장 론칭",Hyundai-Kia Motors V-shaped rebound...Genesis launches Chinese market next year
2020-10-26 17:40:00,"현대기아차, 체질 개선으로 3.4兆 품질비용 만회했다(종합)",Hyundai-Kia Motors made up for 3.4兆 quality cost by improving constitution (total)
2020-10-26 17:36:00,엔진충당금 쌓고도···현대차 3분기 선방·기아차 흑자,Even after accumulating engine provisions...
2020-10-26 17:31:00,"3兆 품질비용에도…현대·기아차, SUV·제네시스로 '고비' 넘겼다","Even at 3兆 quality cost... Hyundai and Kia Motors, SUV and Genesis turned over'gobi'"
2020-10-26 16:56:00,현대차 적자냈지만 예상보다 선방…품질 리스크 덜었다,"Hyundai had a deficit, but better than expected... Reduced quality risk"
2020-10-26 16:38:00,"현대기아차 V자 반등 나선다...제네시스, 내년 中시장 론칭",Hyundai-Kia Motors V-shaped rebound...Genesis launches Chinese market next year
2020-10-26 17:28:00,코로나19·환율·품질비용 3대 악재 뚫은 현대·기아차 '선방'(종합),"Hyundai and Kia Motors'saving' through the 3 major bad news for Corona 19, exchange rate, and quality cost (comprehensive)"
2020-10-26 17:40:00,"현대기아차, 체질 개선으로 3.4兆 품질비용 만회했다(종합)",Hyundai-Kia Motors made up for 3.4兆 quality cost by improving constitution (total)
2020-10-26 17:36:00,엔진충당금 쌓고도···현대차 3분기 선방·기아차 흑자,Even after accumulating engine provisions...
2020-10-26 17:31:00,"3兆 품질비용에도…현대·기아차, SUV·제네시스로 '고비' 넘겼다","Even at 3兆 quality cost... Hyundai and Kia Motors, SUV and Genesis turned over'gobi'"
2020-10-26 16:56:00,현대차 적자냈지만 예상보다 선방…품질 리스크 덜었다,"Hyundai had a deficit, but better than expected... Reduced quality risk"
2020-10-26 16:38:00,눈물의 품질수업료 3조…현대·기아차 싹 털고간다,Tears quality tuition 3 trillion... Hyundai and Kia are going to rob
2020-10-26 17:32:00,"현대차, 자사주 66만여주 우리사주조합에 출연","Hyundai Motor Company, 660,000 treasury stocks appear in employee stock ownership association"
2020-10-26 17:28:00,코로나19·환율·품질비용 3대 악재 뚫은 현대·기아차 '선방'(종합),"Hyundai and Kia Motors'saving' through the 3 major bad news for Corona 19, exchange rate, and quality cost (comprehensive)"
2020-10-26 17:15:00,"정의선 회장 취임 첫해..현대기아차 ""털건 털고 가자""",The first year of the inauguration of Chairman Eui-sun Eui-sun.. Hyundai and Kia Motors
2020-10-26 16:43:00,"현대차, 내년 중국에 제네시스 출시…""과거 위상 회복""","Hyundai to launch Genesis in China next year... ""Recovering the past phase"""
2020-10-26 16:38:00,눈물의 품질수업료 3조…현대·기아차 싹 털고간다,Tears quality tuition 3 trillion... Hyundai and Kia are going to rob
2020-10-26 16:17:00,3Q 적자전환·이익감소에도 현대차·기아차 동반 상승전환,3Q Turned into a deficit and reduced profits with Hyundai Motors and Kia Motors
2020-10-26 15:32:00,2조원대 품질비용 반영에도 3천억원 적자로 '막은' 현대차(종합),Hyundai Motors'blocked' with a deficit of KRW 300 billion despite reflecting KRW 2 trillion in quality costs (general)
2020-10-26 14:48:00,"[현대차 컨콜]3Q 영업손실 3138억···""품질 충당금 반영 결과""...","[Hyundai Motor Concall] 3Q operating loss of 3138 billion ... ""Results of reflecting quality provisions""..."
2020-10-26 14:38:00,"[속보] 현대차, 3분기 영업손실 3138억…품질비용에 적자전환","[Breaking News] Hyundai Motor Company, 3138 billion won in operating loss Turning to deficit in quality cost"
2020-10-26 14:09:00,"현대차, 3분기 세타엔진 품질비용 반영‥영업손실 3138억원(상보)",Hyundai Motors reflects theta engine quality cost in the third quarter ‥ Operating loss KRW 3138 billion (complementary)
2020-10-26 15:19:00,"'빅배스' 현대차, 적자 실적 발표후 주가 상승전환",'Big Bath' Hyundai Motor's share price turned upward after announcement of profits in the red
2020-10-26 15:03:00,"[특징주] 현대차, 3분기 영업손실 발표후 주가 급반등",[Featured Stock] Hyundai Motors shares sharply rebound after announcement of operating loss in 3Q
2020-10-26 16:17:00,3Q 적자전환·이익감소에도 현대차·기아차 동반 상승전환,3Q Turned into a deficit and reduced profits with Hyundai Motors and Kia Motors
2020-10-26 15:32:00,2조원대 품질비용 반영에도 3천억원 적자로 '막은' 현대차(종합),Hyundai Motors'blocked' with a deficit of KRW 300 billion despite reflecting KRW 2 trillion in quality costs (general)
2020-10-26 14:48:00,"[현대차 컨콜]3Q 영업손실 3138억···""품질 충당금 반영 결과""...","[Hyundai Motor Concall] 3Q operating loss of 3138 billion ... ""Results of reflecting quality provisions""..."
2020-10-26 14:38:00,"[속보] 현대차, 3분기 영업손실 3138억…품질비용에 적자전환","[Breaking News] Hyundai Motor Company, 3138 billion won in operating loss Turning to deficit in quality cost"
2020-10-26 14:09:00,"현대차, 3분기 세타엔진 품질비용 반영‥영업손실 3138억원(상보)",Hyundai Motors reflects theta engine quality cost in the third quarter ‥ Operating loss KRW 3138 billion (complementary)
2020-10-26 15:19:00,"'빅배스' 현대차, 적자 실적 발표후 주가 상승전환",'Big Bath' Hyundai Motor's share price turned upward after announcement of profits in the red
2020-10-26 15:03:00,"[특징주] 현대차, 3분기 영업손실 발표후 주가 급반등",[Featured Stock] Hyundai Motors shares sharply rebound after announcement of operating loss in 3Q
2020-10-26 15:00:00,"[현대차 컨콜]""현대카드 3Q 누적 영업익, 9년만에 최고 손익 달성""","[Hyundai Motor Concall] ""Hyundai Card 3Q cumulative operating profit achieved the highest profit in 9 years"""
2020-10-26 14:49:00,“中 시장 공략 위해 100% 비대면 온라인 플랫폼 운영 중”-현대차 ...,“A 100% non-face-to-face online platform is in operation to target the Chinese market”-Hyundai Motor Company ...
2020-10-26 14:48:00,"[현대차 컨콜]3Q 영업손실 3138억···""품질 충당금 반영 결과""...","[Hyundai Motor Concall] 3Q operating loss of 3138 billion ... ""Results of reflecting quality provisions""..."
2020-10-26 14:48:00,"[현대차 컨콜]3Q 영업손실 3138억···""품질 충당금 반영 결과""...","[Hyundai Motor Concall] 3Q operating loss of 3138 billion ... ""Results of reflecting quality provisions""..."
2020-10-26 14:43:00,“인도 3분기 실적 전년 동기 대비 14% 증가”-현대차 컨콜,“India 3Q Earnings Increased 14% YoY”-Hyundai Motor Concall
2020-10-26 14:46:00,“내년 中서 제네시스 브랜드 공식 론칭”-현대차 컨콜,“Official launch of the Genesis brand in China next year”-Hyundai Motor Concall
2020-10-26 14:35:00,"[현대차 컨콜]""中서 내년 중 제네시스 브랜드 론칭""","[Hyundai Motor Concall] ""Launching the Genesis brand in China next year"""
2020-10-26 14:32:00,2조원대 품질비용 반영…현대차 3분기 영업손실 3138억원,Reflecting 2 trillion won in quality cost... Hyundai Motor Company's 3Q operating loss KRW 3138 billion
2020-10-26 14:25:00,"[특징주]현대차, 예고됐던 3분기 영업손실 발표 후 '상승'",[Features] Hyundai Motors'rising' after the announced operating loss in the 3rd quarter
2020-10-26 14:20:00,"'품질비용 충당금 반영' 현대차, 3분기 적자 전환(상보)",'Reflection of provisions for quality costs'
2020-10-26 14:14:00,"품질비용과 바꾼 흑자...현대차, 3분기 적자전환(종합)",Profits changed from quality costs...Hyundai Motor turned to deficit in 3Q (Total)
2020-10-26 14:43:00,“인도 3분기 실적 전년 동기 대비 14% 증가”-현대차 컨콜,“India 3Q Earnings Increased 14% YoY”-Hyundai Motor Concall
2020-10-26 14:38:00,"[속보] 현대차, 3분기 영업손실 3138억…품질비용에 적자전환","[Breaking News] Hyundai Motor Company, 3138 billion won in operating loss Turning to deficit in quality cost"
2020-10-26 14:09:00,"현대차, 3분기 세타엔진 품질비용 반영‥영업손실 3138억원(상보)",Hyundai Motors reflects theta engine quality cost in the third quarter ‥ Operating loss KRW 3138 billion (complementary)
2020-10-26 14:35:00,"[현대차 컨콜]""中서 내년 중 제네시스 브랜드 론칭""","[Hyundai Motor Concall] ""Launching the Genesis brand in China next year"""
2020-10-26 14:32:00,2조원대 품질비용 반영…현대차 3분기 영업손실 3138억원,Reflecting 2 trillion won in quality cost... Hyundai Motor Company's 3Q operating loss KRW 3138 billion
2020-10-26 14:25:00,"[특징주]현대차, 예고됐던 3분기 영업손실 발표 후 '상승'",[Features] Hyundai Motors'rising' after the announced operating loss in the 3rd quarter
2020-10-26 14:20:00,"'품질비용 충당금 반영' 현대차, 3분기 적자 전환(상보)",'Reflection of provisions for quality costs'
2020-10-26 14:14:00,"품질비용과 바꾼 흑자...현대차, 3분기 적자전환(종합)",Profits changed from quality costs...Hyundai Motor turned to deficit in 3Q (Total)
2020-10-26 14:31:00,"현대차 ""700개 난립 中 딜러 우수딜러만 남기고 줄일 것""","Hyundai Motors ""We will reduce the number of dealers in the 700 sprawl with only excellent dealers"""
2020-10-26 14:28:00,"[현대차 컨콜]""3Q 품질비용 보수적으로 산정…주주께 송구""","[Hyundai Motor Concall] ""3Q quality cost conservatively calculated...to shareholders"""
2020-10-26 14:25:00,"[특징주]현대차, 예고됐던 3분기 영업손실 발표 후 '상승'",[Features] Hyundai Motors'rising' after the announced operating loss in the 3rd quarter
2020-10-26 14:19:00,"현대차 '빅배스'에 3분기 영업손실 3,138억원···적자 전환",3Q operating loss of KRW 323.8 billion to Hyundai Motor's'Big Bath'
2020-10-26 14:18:00,"[현대차 컨콜]""신형 투싼, 계약 첫날 1만대 돌파…4Q 유럽 출시""","[Hyundai Motor Concall] ""The new Tucson, surpassed 10,000 units on the first day of the contract… 4Q European release"""
2020-10-26 14:15:00,"현대자동차, 3분기 영업손실 3188억… 적자전환","Hyundai Motor Company, 3188 billion in operating loss in the third quarter... Deficit turnover"
2020-10-26 14:18:00,"[현대차 컨콜]""신형 투싼, 계약 첫날 1만대 돌파…4Q 유럽 출시""","[Hyundai Motor Concall] ""The new Tucson, surpassed 10,000 units on the first day of the contract… 4Q European release"""
2020-10-26 14:15:00,"현대자동차, 3분기 영업손실 3188억… 적자전환","Hyundai Motor Company, 3188 billion in operating loss in the third quarter... Deficit turnover"
2020-10-26 14:14:00,"품질비용과 바꾼 흑자...현대차, 3분기 적자전환(종합)",Profits changed from quality costs...Hyundai Motor turned to deficit in 3Q (Total)
2020-10-26 14:09:00,"현대차, 3분기 세타엔진 품질비용 반영‥영업손실 3138억원(상보)",Hyundai Motors reflects theta engine quality cost in the third quarter ‥ Operating loss KRW 3138 billion (complementary)
2020-10-26 14:07:00,품질비용과 바꾼 흑자...현대차 3분기 3138억원 적자전환<1보>,Quality cost and changed surplus...Hyundai Motor turned to a deficit of 3138 billion won in the third quarter <1 step>
